Site,Last seen,Available,is italian?,Comments,Screenshot,SECTOR ATTACKED,ATTACK GOAL
https://egean.ciamlogin.com/11c81ec3-3ce4-4343-9804-d74d76c4cef9/oauth2/v2.0/authorize?client_id=94d2ef36-6294-496f-93f7-eb1552af15cc&redirect_uri=https%3A%2F%2Fportal.egeanparts.com.tr%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638840122284892446.ZmUzYWZmNGMtNmYxYy00MGFkLTg2NjYtMWRkNTdkMzZiNmNhZmJlNDlhOWUtYzBiOS00ZTczLWIxNDYtOWIxY2MwMTFhODdj&client_info=1&x-client-brkrver=IDWeb.3.0.1.0&state=CfDJ8FkNg0d1fzFFpFMWsbUEJSStN7MBeQeBBxB8a_Caqxtgb3Sy4Vqh08qP1ZBFW_EXbsbHbNVJzfaPkfevJ8OSVruaI7mO3_35Ms03v38CghDHejkDx4JKyBn947umZ0Ehy3onG3VPvrIfVoo4TpNf7DDJEG6GlhH1SbMBqf12W396fReGb7Vo0M6zsIi9lajF0CG-FZ1ghcuHKQH3_kHM71qCBI_TOcM4euZBRuyii8p_L9cEmYxGtq1zhsU8cm_04d0GjWinUDKDNfqSM6y4ufuwip3X47roSXMyTeAvu_NMXIrLSjVrugn8APd_XB-9YA&x-client-SKU=ID_NET8_0&x-client-ver=8.0.1.0,2025-05-28 14:41:05,S,s,Microsoft (accedi posta elettronica) furto account,303.png,EMAIL SERVICES,ACCOUNT THEFT
https://08f055893bcadc95b0aafcd5b9ca249b.thesymphonygroups.com/,2025-05-29 07:43:44,S,s,Microsoft (accedi posta elettronica) furto account,304.png,EMAIL SERVICES,ACCOUNT THEFT
http://asbca.ca/wp-content/task.php?r=bD1odHRwczovL2RxcmRidi5jb20v...,2025-05-29 07:48:26,S,s,"redirect : https://dqrdbv.com , (Asana piattaforma digitale per la gestione del lavoro e dei progetti)",305.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://pt-co-pilot-33d56d97.azurewebsites.net/,2025-05-29 14:08:38,S,s,Microsoft (accedi posta elettronica) furto dati,306.png,EMAIL SERVICES,ACCOUNT THEFT
https://18-199-93-214.cprapid.com/app/update.php?i9fblvqvmgo3wxs92d7a,2025-05-30 15:05:09,S,s,DPD BARTOLINI (segui il mio pacchetto) furto dati carta di credito,307.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://ausieo.builderallwppro.com/PPverificatio/signin.php?enc=5f50417dd843e50ceab5a8deefbdf782&p=0&dispatch=3cc4cf30e9951afb7b4cfabceb2d3e7c0d397c39,2025-05-30 15:05:14,S,s,paypal accedi (furto account),308.png,BANKING/FINANCE,ACCOUNT THEFT
http://clique.ws/support-facebook-it-it-meta-businesss,2025-06-02 05:51:26,S,s,Facebook accedi (furto account),309.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://pt-co-pilot-7811d2c8.azurewebsites.net/,2025-06-02 05:51:33,S,s,Microsoft (accedi),310.png,EMAIL SERVICES,ACCOUNT THEFT
https://www.instagram.com/_bbrppoocliintes_,2025-06-02 06:02:53,S,s,Instagram accedi (furto account),311.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://paxful999.online,2025-06-02 06:02:57,S,s,Paxful registrazione account (furto account),312.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://snymnid.com/,2025-06-03 08:39:10,S,s,Hype(FURTO CARTE DI CREDITOi),313.png,BANKING/FINANCE,BANKING DATA THEFT
http://bet4k.dynamictilles.com.au/,2025-06-03 16:17:46,S,s,Microsoft (accedi posta elettronica) furto dati,314.png,EMAIL SERVICES,ACCOUNT THEFT
https://3-71-85-186.cprapid.com/app/update.php,2025-06-04 14:15:14,S,s,DPD BARTOLINI (segui il mio pacchetto) furto dati carta di credito,315.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://app-base-2b0cb821.azurewebsites.net/,2025-06-04 14:15:14,S,s,Microsoft (accedi posta elettronica) furto dati,316.png,EMAIL SERVICES,ACCOUNT THEFT
https://link.fast-shipping.it/support/homepage?rid=9WhVur0,2025-06-04 14:15:26,S,s,Microsoft (accedi posta elettronica) furto dati,317.png,EMAIL SERVICES,ACCOUNT THEFT
https://subnautica2-app491768.com/_access-auth,2025-06-06 08:24:43,S,s,STEAM (accedi),318.png,ENTERTAINMENT,ACCOUNT THEFT
https://dbs.indexauthsec-app.com/,2025-06-06 08:24:53,S,s,DBS Bank,319.png,BANKING/FINANCE,ACCOUNT THEFT
https://skylinecrest-plc.com/home,2025-06-06 08:25:33,S,s,Sito Bancario non legittimo (furto dei dati) (skyline crest PLC),320.png,BANKING/FINANCE,DATA THEFT
https://autoconfig.corp-google.com,2025-06-09 06:38:36,S,s,Mailcow(piattaforma per gestire server di posta elettronica.),321.png,EMAIL SERVICES,ACCOUNT THEFT
https://urlz.fr/uAIS,2025-06-09 08:17:52,S,s,Mooney (istituto di pagamento) fusione intesasanpaolo e sialpay,322.png,BANKING/FINANCE,DATA THEFT
https://dearymp.com,2025-06-09 08:17:53,S,s,Hype(FURTO CARTE DI CREDITOi),323.png,BANKING/FINANCE,BANKING DATA THEFT
https://actualizar-su-servicio.info/,2025-06-09 14:41:48,S,s,NETFLIX RECAPTCHA,324.png,ENTERTAINMENT,ACCOUNT THEFT
http://gasfeesfp.com,2025-06-10 08:06:41,S,s,Francisco Partners (furto account),325.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://onboarding.rideunitedsd.com/assets/images/jpg/png/f74e4af5a5ac776/infos.php,2025-06-10 10:00:03,S,s,https://drive.google.com/file/d/1S3iAuyAypjJN8rnU7kXeNjTXKd6zkIdf/view?usp=sharing,326.png,P.A,BANKING DATA THEFT
https://accounts.bmwweb.me/,2025-06-11 14:15:01,S,s,BINANCE accedi (furto account),327.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://associazionegenia.it/wp-includes/IXR/json/json/import,2025-06-11 14:15:06,S,s,METAMSK (furto dati),328.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://egean.ciamlogin.com/11c81ec3-3ce4-4343-9804-d74d76c4cef9/oauth2/v2.0/authorize?client_id=94d2ef36-6294-496f-93f7-eb1552af15cc&redirect_uri=https%3A%2F%2Fportal.egeanparts.com.tr%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638852716864923797.Y2FmNzY1MGQtMWU1OC00MGFiLWI3ZTAtYzk0NDNjODUzMTI4OGQzZjk2OWItMTQ4NS00MWZjLTg0MjAtMTdmZDkwODczZTM1&client_info=1&x-client-brkrver=IDWeb.3.0.1.0&state=CfDJ8BU9XdELkuRFlkCInlEqvbw0RF4Im_wD2YVDw7cyI03WPMmLfZrpQPUIp2XYXtsuHXpZkRwbbIYiGYJsn-KZz7CTe8MJIqNvRmLbpJJuqGuue361estbbEvZXSKtCt5z90M81k-D4aKz4Pv4glOYkKu5qdJhSg6Lt7INuPrdGRJehwqtDXxZ3bS-aWhMKuHpDiF5O8c9-TgfnFPVMV_8cfVlTj1hO292TIEStyq7L5dYzSR2tI5YLeP1Xe37WJi8A6F6frGydHqVHj3ER9z6bxC_1JuQKTN00WYCv8TaLBgLk0RaBsIJ_E0eJLjpMIx1Qg&x-client-SKU=ID_NET8_0&x-client-ver=8.0.1.0,2025-06-12 08:27:39,S,s,Microsoft (accedi posta elettronica) furto account,329.png,EMAIL SERVICES,ACCOUNT THEFT
https://business.posteitr.top/ita,2025-06-16 07:51:43,S,s,Poste Italiane (consegna pacco ) spese servizio,330.png,BANKING/FINANCE,BANKING DATA THEFT
https://52-59-222-253.cprapid.com/app/update.php?kpw9zk32s8fsw4onux8w...,2025-06-16 12:14:27,S,s,DPDgroup (consegna pacco),331.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://52-59-222-253.cprapid.com/app/info.php,2025-06-16 16:15:38,S,s,DPDgroup (consegna pacco),332.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://52-59-222-253.cprapid.com/app/update.php?kpw9zk32s8fsw4onux8w,2025-06-16 16:15:38,S,s,DPDgroup (consegna pacco),333.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://parkscoco.com,2025-06-17 07:36:04,S,s,LILD (furto carta di credito),334.png,E-COMMERCE,BANKING DATA THEFT
https://chatgpt.zzblog.eu.org,2025-06-17 07:36:21,S,s,CHATGPT (furto account ),335.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://chatgpt.pcizone.com,2025-06-18 08:01:20,S,s,CHATGPT (furto account openai),336.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://sparkasse-de.firebaseapp.com/register,2025-06-18 14:12:45,S,s,SPARKASSE rete di banche di risparmio (furto dati),337.png,BANKING/FINANCE,BANKING DATA THEFT
http://accounts.bmwweb.ac/,2025-06-18 14:12:53,S,s,BINANCE accedi (furto account),338.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://accounts.bmwweb.ac,2025-06-18 17:55:53,S,s,BINANCE accedi (furto account),339.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://idp-ext-gamma.amazon.work/idp/profile/SAML2/Unsolicited/SSO?providerId=idp-integ.federate.amazon.com&target=eu-west-1_I250619050344000DUB0VOC8EGQOSQA_AgR4LeL4iSwv6BC3xzrgCXdQDFEKAC0cvgcy1iRiW1sq3VkAKAABAAN0eG4AH0kyNTA2MTkwNTAzNDQwMDBEVUIwVk9DOEVHUU9TUUEAAQAHYXdzLWttcwBLYXJuOmF3czprbXM6ZXUtd2VzdC0xOjA2NjU3MDk2OTgzMzprZXkvbXJrLWEwZjQ3MmQxYTk5NjRjODg5MDIyNGM1OTgxMGFiNTRmALgBAgEAePUSok7I3usja_SZYJJxDVd56tEd-VbfLOW86vGfP1LLAaEoAhAUDE1sdNdOsRa9VlUAAAB-MHwGCSqGSIb3DQEHBqBvMG0CAQAwaAYJKoZIhvcNAQcBMB4GCWCGSAFlAwQBLjARBAwci12rfdk4i6iuhBECARCAO8zoOQrAT341cOL5E4A-o-Mbf7qCsNameRbjK9zyVAVtgOuCd7zwEryodievx4-ST7OczXMBIzzBxyW5AgAAEABKFBcuqg-OGiq1pkLkKrxkcn4i_WCKBfFTfiEQ9d0Y8Odhm2kWMpmMv5RtO65MxLL_____AAAAAQAAAAAAAAAAAAAAAQAAAE9-PE5Ui3UvdDaC9nzY9FV7v4kjf864fTs0JGxz-S-Rfsjg9ybZKnCZuy8Hfh8xo8bmBnA23Ok9LSUysaWI4GqQKYFX2vgfRbhbSTE60mYrdUFcEM2m2anNa8oZpYtQXA&relying_party=amazon-federate-edm-portal-dev,2025-06-19 08:34:35,S,s,Amazon A to Z accedi (piattaforma per dipendenti) (furto account),340.png,E-COMMERCE,ACCOUNT THEFT
https://idp-ext-gamma.amazon.work/idp/profile/SAML2/Unsolicited/SSO?providerId=idp-integ.federate.amazon.com&target=us-east-1_I250619050737730IADB61E0VKIGEWD_AgR44UbySCn5Z2fzIHmbqjUQKaM_DQ8lzp7M-XLUXz7fFgsAKAABAAN0eG4AH0kyNTA2MTkwNTA3Mzc3MzBJQURCNjFFMFZLSUdFV0QAAQAHYXdzLWttcwBLYXJuOmF3czprbXM6dXMtZWFzdC0xOjA2NjU3MDk2OTgzMzprZXkvbXJrLWEwZjQ3MmQxYTk5NjRjODg5MDIyNGM1OTgxMGFiNTRmALgBAgEAePUSok7I3usja_SZYJJxDVd56tEd-VbfLOW86vGfP1LLAbg7DFdb__dcBg_DincRSYYAAAB-MHwGCSqGSIb3DQEHBqBvMG0CAQAwaAYJKoZIhvcNAQcBMB4GCWCGSAFlAwQBLjARBAxnwiHhss5AJMZ1IgwCARCAO-hpjpRGsWTm_Nnbc4dcnJqHtU81nXH3VVZ9NfwNbTbuvol8bV08Xw-IF2sCNUqijvjZA5FqE0BUxDjFAgAAEABEDAw5Wr6ulJO312IDv6iQcJB3saTI4pSb4YkSjFfhbYlAP4mrGFykoW72MeD6gxT_____AAAAAQAAAAAAAAAAAAAAAQAAAE-SNEqpHxyYbjaCMUfclxa4F0nnems10QHYvvAFRMBMIWzDKcbVtOTmXa_hinFLNKQdN9XYQaKWPqrORAu-fU4YkMdG2zW-WpoaJk1quSPsxQTWLgXExF2UtOTRDhQBWg&relying_party=amazon-federate-edm-portal-dev,2025-06-19 08:34:35,S,s,Amazon A to Z accedi (piattaforma per dipendenti) (furto account),341.png,E-COMMERCE,ACCOUNT THEFT
https://workstation-support.com/e85c7eddd86019d687f9413acf94c1bf91b8bd26,2025-06-19 08:34:35,S,s,Amazon A to Z accedi (piattaforma per dipendenti) (furto account),342.png,E-COMMERCE,ACCOUNT THEFT
https://idp-ext-gamma.amazon.work/idp/profile/SAML2/Unsolicited/SSO?providerId=idp-integ.federate.amazon.com&target=us-east-1_I250619050353146IADUQ460VNU6NZE_AgR40kvFxp3JtvuHb4ZFzSiAnRLpklFTPs6DQ9GmghFeHIUAKAABAAN0eG4AH0kyNTA2MTkwNTAzNTMxNDZJQURVUTQ2MFZOVTZOWkUAAQAHYXdzLWttcwBLYXJuOmF3czprbXM6dXMtZWFzdC0xOjA2NjU3MDk2OTgzMzprZXkvbXJrLWEwZjQ3MmQxYTk5NjRjODg5MDIyNGM1OTgxMGFiNTRmALgBAgEAePUSok7I3usja_SZYJJxDVd56tEd-VbfLOW86vGfP1LLAZh2DpUY2ebeeSZYh1mxvvYAAAB-MHwGCSqGSIb3DQEHBqBvMG0CAQAwaAYJKoZIhvcNAQcBMB4GCWCGSAFlAwQBLjARBAxKQZkuI8l12vJZn2oCARCAO8FeJ8rzHHH0lu9fVi6kzuUL3IzYoC5L8AohPWeVUdHVqowCrsE42utCdRo1UIIue_iNza_83AdIJEUTAgAAEABa64-bPP6qcp7r1ohwrkxgZkxIom9UjKksk6sFGlitRXS_XgrNIUdQ1Oy67X7O7Mr_____AAAAAQAAAAAAAAAAAAAAAQAAAE9YCuw5XIw0NbdN6BBozEmw8EKthTQ5xLs73pS-ZJlvbpnIbk98TVXMCL8V64-SpuCI3WElAqIlfwkZtqxI9fyKyxfM-Il7_55byabUafdecjNBllQ5b3K8eH_uaeYeWw&relying_party=amazon-federate-edm-portal-dev,2025-06-19 08:34:35,S,s,Amazon A to Z accedi (piattaforma per dipendenti) (furto account),343.png,E-COMMERCE,ACCOUNT THEFT
https://workstation-support.com/e85c7eddd86019d687f9413acf94c1bf91b8bd26,2025-06-19 08:34:38,S,s,Accenture (futo dati),344.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://trustscapitals.com/home/#,2025-06-19 08:34:38,S,s,Sito Bancario non legittimo (furto dei dati) Trust Capital Bank,345.png,BANKING/FINANCE,DATA THEFT
https://heritagcapitaltrust.com/home,2025-06-19 08:34:50,S,s,Sito Bancario non legittimo (furto dei dati) Heritage Capital Trust Bank,346.png,BANKING/FINANCE,DATA THEFT
https://trustcapitalwealth.com,2025-06-19 08:34:54,S,s,Sito Bancario non legittimo (furto dei dati) Trust Capital Wealth,347.png,BANKING/FINANCE,DATA THEFT
https://helucongelados.com.br/assets/js/webmail.aruba.it/user/login/reconfirm_your_email/retrieve.pendingMsg/account/access_aruba.it/usr.sign_in.id/index03.htm,2025-06-19 08:34:54,S,s,Aruba (accedi),348.png,EMAIL SERVICES,ACCOUNT THEFT
https://americancentralcu.com/home,2025-06-19 08:35:03,S,s,Sito Bancario non legittimo (furto dei dati) American Central Credit Union,349.png,BANKING/FINANCE,BANKING DATA THEFT
https://halkidiki-realestate.gr/captcha,2025-06-20 08:19:20,S,s,NETFLIX (recaptcha),350.png,ENTERTAINMENT,ACCOUNT THEFT
https://sprotra.com/,2025-06-20 08:19:59,S,s,Hype(verifica dati),351.png,BANKING/FINANCE,ACCOUNT THEFT
https://idp-ext-gamma.amazon.work/idp/profile/SAML2/Unsolicited/SSO?pr...,2025-06-23 08:49:15,S,s,Amazon A to Z accedi (piattaforma per dipendenti) (furto account),352.png,E-COMMERCE,ACCOUNT THEFT
https://18-199-145-7.cprapid.com/app/info.php?boy0dnovr79j9cdxbndh,2025-06-23 15:18:48,S,s,DPDgroup (consegna pacco),353.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://firstrustfunds.com,2025-06-23 15:18:48,S,s,Sito Bancario non legittimo (furto dei dati) Trust Capital Wealth,354.png,BANKING/FINANCE,DATA THEFT
https://18-199-145-7.cprapid.com/app/update.php?dj147gid61q7qyczkd53...,2025-06-23 15:18:47,S,s,DPDgroup (consegna pacco),355.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://centricmonarchcapitals.com/home,2025-06-23 15:18:50,S,s,Sito Bancario non legittimo (furto dei dati) Trust Capital Wealth,356.png,BANKING/FINANCE,DATA THEFT
https://18-199-145-7.cprapid.com/app/info.php?boy0dnovr79j9cdxbndh...,2025-06-23 15:18:52,S,s,DPDgroup (consegna pacco),357.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://millertoken.github.io/YuSwap/,2025-06-25 08:10:31,S,s,uniswap(scambio cripto),358.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://www.texasbnkonline.com,2025-06-25 08:10:34,S,s,texasBank (furto account per login),359.png,BANKING/FINANCE,ACCOUNT THEFT
https://millertoken.github.io/YuSwap,2025-06-25 08:10:44,S,s,uniswap (furto criptovalute),360.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://3-68-88-202.cprapid.com/info/update.php?q510xclcdo7tv75wzqck,2025-06-25 14:44:02,S,s,DPDgroup (consegna pacco),361.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://15-237-96-228.cprapid.com/brt/update.php?'d457d89fe05d98a,2025-06-27 07:06:46,S,s,"BRT (consegna non effettuata , richiesta dati per rinviare il pacco)",362.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://15-237-96-228.cprapid.com/brt/login.php,2025-06-27 07:06:50,S,s,"BRT (consegna non effettuata , richiesta dati per rinviare il pacco)",363.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://rmvministries.org/it/,2025-06-30 08:59:11,S,s,Banca Ing (furto account),364.png,BANKING/FINANCE,ACCOUNT THEFT
http://www.binance555.ru,2025-07-01 07:51:38,S,s,netflix login (furto account per login),365.png,ENTERTAINMENT,ACCOUNT THEFT
https://www.binance555.ru/#//,2025-07-01 07:51:38,S,s,Binance (furto portafoglio criptovalute),366.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://www.binance555.ru/,2025-07-01 07:51:43,S,s,Binance (furto portafoglio criptovalute),367.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://3-67-97-196.cprapid.com/info/update.php,2025-07-01 14:15:14,S,s,Binance (furto portafoglio criptovalute),368.png,CRYPTOCURRENCY,ACCOUNT THEFT
https://ebkus.online/home,2025-07-02 07:35:36,S,s,dpd furto cc,369.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://nexilo.sbs/js/webmail.aruba.it/user/login/retrieve.pendingMsg/aruba.it/mailbox/client.user_id/aruba_cgi/my_account/index03.htm,2025-07-02 07:35:48,S,s,Ebank Usa furto dati personali,370.png,BANKING/FINANCE,ACCOUNT THEFT
https://44-202-113-183.cprapid.com/app/billing.php?ykuohfp6uubf0gyvsws1,2025-07-02 08:46:48,S,s,redirect https://happy-award.com finto sito di premi a pagamernto (spese di spedizione) FURTO CC,372.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://44-202-113-183.cprapid.com/app/update.php?fx58ui2javn18peal8t7,2025-07-02 14:04:07,S,s,dpd furto cc,373.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://docusign.dropcloud.it/secure-docssign/access-document?rid=CUbq6Wx,2025-07-03 07:03:54,S,s,dpd furto cc,374.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://nexilo.sbs/js/webmail.aruba.it/user/login/retrieve.pendingMsg/aruba.it/mailbox/client.user_id/aruba_cgi/my_account/index03.htm,2025-07-03 07:03:54,S,s,Microsoft (accedi posta elettronica) furto account,375.png,EMAIL SERVICES,ACCOUNT THEFT
https://cn.facebook.clbug.com/reg/,2025-07-03 14:59:45,S,s,webmail aruba (furto account),376.png,EMAIL SERVICES,ACCOUNT THEFT
https://cn.facebook.clbug.com/r.php?entry_point=login,2025-07-03 14:59:45,S,s,facebook crea account( furto dati personali),377.png,DIGITAL/TECHNOLOGY,DATA THEFT
https://sparkasse-de.firebaseapp.com/,2025-07-04 08:49:38,S,s,facebook crea account( furto dati personali),378.png,DIGITAL/TECHNOLOGY,DATA THEFT
http://aruba-fattura24.com/navigation/web.html?access=alec#,2025-07-04 08:49:27,S,s,Sparkasse (furto dati personali ),379.png,BANKING/FINANCE,DATA THEFT
http://www.astropanvi.com,2025-07-07 08:31:46,S,s,Web mail Aruba furto account,376.png,EMAIL SERVICES,ACCOUNT THEFT
http://www.astropanvi.com/,2025-07-07 08:32:33,S,s,PayPal accedi (furto account per login),376.png,BANKING/FINANCE,ACCOUNT THEFT
https://www.spectrecreditunion.com/home,2025-07-07 15:43:31,S,s,PayPal accedi (furto account per login),382.png,BANKING/FINANCE,ACCOUNT THEFT
https://aruba.upsitzjkhyfhrfefe.pics/5QGJgsF-Jz8Vs-vOVV9ghbK-XeeEsSa/index.html,2025-07-07 15:43:31,S,s,Sito Bancario non legittimo (furto dei dati) “Unione di credito Spectre furto dati personali attraverso moduli ingannevoli”,383.png,BANKING/FINANCE,DATA THEFT
https://trustcapitalwealths.com,2025-07-07 15:43:54,S,s,banca sella pagamento rinnovo osting di aruba,384.png,BANKING/FINANCE,BANKING DATA THEFT
https://www.everguardtb.com,2025-07-07 15:43:58,S,s,Sito Bancario non legittimo (furto dei dati) “Trust Capital Wealth furto dati personali attraverso moduli ingannevoli”,385.png,BANKING/FINANCE,DATA THEFT
https://kataitaly.weebly.com/,2025-07-08 07:59:14,S,s,Sito Bancario non legittimo (furto dei dati) “Banca fiduciaria Everguard furto dati personali attraverso moduli ingannevoli” chat assistenza (furto email),386.png,BANKING/FINANCE,DATA THEFT
https://3-96-153-245.cprapid.com/sbb/update.php?ltc8320iyfeek53f7nmm,2025-07-08 15:43:59,S,s,inserisci indirizzo email per processo aggiortnamento Tiscalikataweb,387.png,EMAIL SERVICES,DATA THEFT
http://post-kaz.vip/it,2025-07-08 15:44:00,S,s,SwissPass furto cc,388.png,TRANSPORT,BANKING DATA THEFT
https://workstation-support.com/480b7f4fe4abfcfaecc27b8d1e73002fc24b0834,2025-07-08 15:43:54,S,s,Poste Italiane (consegna pacco ) spese servizio,389.png,BANKING/FINANCE,BANKING DATA THEFT
https://nflx-cuenta.com/captcha,2025-07-09 08:18:21,S,s,Accenture (futro account),390.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://18-117-243-148.cprapid.com/info/update.php?6r0c4a434piqs5dw5hw1,2025-07-09 08:18:32,S,s,netflix login (furto account per login),391.png,ENTERTAINMENT,ACCOUNT THEFT
https://workstation-support.com/1c7504a775742940f8c02329f0772af7a4121d49,2025-07-09 17:08:17,S,s,dpd furto cc,392.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://swiftintercontinental.org/home,2025-07-10 04:18:33,S,s,accenture (furto account ),393.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.ipulseglobal.com/home,2025-07-10 04:18:34,S,s,Sito Bancario non legittimo (furto dei dati) “Swift Intercontinental Bank furto dati personali attraverso moduli ingannevoli”,394.png,BANKING/FINANCE,DATA THEFT
https://cne-jnsm.com/dhl/app/index.php?userid=36934d07a9057aea33f6db3d...,2025-07-10 04:18:54,S,s,Sito Bancario non legittimo (furto dei dati) “RETE GLOBALE IPULSE furto dati personali attraverso moduli ingannevoli”,395.png,BANKING/FINANCE,DATA THEFT
https://novagrants.com/home,2025-07-10 04:18:42,S,s,DHL (corriere espresso)furto dati personali,396.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://metrofinbk.org/home,2025-07-10 04:18:48,S,s,Sito Bancario non legittimo (furto dei dati) “Sovvenzioni Nova furto dati personali attraverso moduli ingannevoli”,397.png,BANKING/FINANCE,DATA THEFT
https://workstation-support.com/622e3eecc36e0574e0289a700659a04c1357b2b4,2025-07-10 04:18:50,S,s,accenture (furto account ),398.png,BANKING/FINANCE,ACCOUNT THEFT
https://workstation-support.com/b2e3d5dd54c912ffe1f665ca2aff9ab15aeb1fa9,2025-07-10 04:18:50,S,s,accenture (furto account ),399.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://workstation-support.com/e3b3eaeeae59eec295c8c64d535f76b512dccec4,2025-07-10 04:18:50,S,s,accenture (furto account ),400.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://mountaincb.com/home,2025-07-10 04:19:05,S,s,Sito Bancario non legittimo (furto dei dati) “Mountain Creek Bank furto dati personali attraverso moduli ingannevoli”,401.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://35-181-1-10.cprapid.com/app/update.php?7lnop2t4vwwgxufkgo9j,2025-07-10 04:19:00,S,s,dpd furto cc,402.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://universalequitybank.com,2025-07-10 04:19:07,S,s,Sito Bancario non legittimo (furto dei dati) “Banca di equità universale furto dati personali attraverso moduli ingannevoli”,403.png,BANKING/FINANCE,DATA THEFT
http://reseaucctt-ca-sahrepoint-87bc2848.azurewebsites.net/,2025-07-10 16:15:46,S,s,Microsoft account (furto account per login),404.png,EMAIL SERVICES,ACCOUNT THEFT
https://workstation-support.com/5e5342683a20eb2a80d96755d2d784cb70c9f795,2025-07-10 16:15:49,S,s,accenture (furto account per login),405.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://workstation-support.com/ef5f9f61e8de7e023cd0e8b7128310fd9875e507,2025-07-10 16:16:07,S,s,accenture (furto account per login),406.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://reseaucctt-ca-sahrepoint-87bc2848.azurewebsites.net,2025-07-10 16:16:17,S,s,microsoft account furto account per login,407.png,EMAIL SERVICES,ACCOUNT THEFT
https://booking.verification-guests.com/order/booking/payment/gXyp3pvbq82I/,2025-07-10 16:16:19,S,s,Booking.com (pagamento cc per affitto villetta),408.png,BANKING/FINANCE,DATA THEFT
https://swaltonscredit.com/home,2025-07-11 07:37:45,S,s,Sito Bancario non legittimo (furto dei dati) “Unione di credito Swaltons furto dati personali attraverso moduli ingannevoli”,409.png,BANKING/FINANCE,DATA THEFT
https://workstation-support.com/48633d0dc3d00c87fed3ca77268289f8a1f3fe37,2025-07-14 15:43:47,S,s,accenture (fuerto account per login),410.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://workstation-support.com/20beb1fb48b270256e8582616a51f38a9103a174,2025-07-14 15:43:48,S,s,accenture furto account per login,411.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://31-14-135-53.cprapid.com/de/update.php?8i87yefgy2i9y4aq50u2...,2025-07-14 15:46:18,S,s,dpd gruppo postale nazonale francese furto cc,412.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://latam-usa-77ad75c2.azurewebsites.net/,2025-07-15 08:23:30,S,s,microsof accedi furto acount per login,413.png,BANKING/FINANCE,DATA THEFT
https://us.hsscap.com/home,2025-07-15 13:46:05,S,s,Sito Bancario non legittimo (furto dei dati) “Capitale della pietra ereditaria furto dati personali attraverso moduli ingannevoli”,414.png,EMAIL SERVICES,ACCOUNT THEFT
https://trustpuissance.com/home/payments,2025-07-15 13:46:05,S,s,Sito Bancario non legittimo (furto dei dati) “trustpuissancefurto dati personali attraverso moduli ingannevoli”,415.png,BANKING/FINANCE,DATA THEFT
